university,total_score_arwu,world_rank_cat_arwu,world_rank_arwu,national_rank_arwu,n_s_arwu,hi_ci_arwu,alumni_arwu,award_arwu,pub_arwu,pcp_arwu,national_rank_kaggle,tuition_kaggle,enrollment_kaggle,city.x,state_natlib,international_students_natlib,type3_natlib,city.y,state_opendoors,international_students_opendoors,size_qs,type1_qs,city.x.x,score_qs,world_rank_qs,research_output_qs,faculty_count_qs,stu_facl_ratio_qs,international_students_qs,state,selectivity,state_top120enrollment,type1_top120enrollment,type2_top120enrollment,enrollment_top120enrollment,city.y.y,state_carnegie,basic2021_carnegie,sizeset2021_carnegie,control_carnegie,enrprofile2021_carnegie,locale_carnegie
Abilene Christian University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abilene,TX,0.05,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abilene,TX,17,14,2,4,12
Alvernia University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reading,PA,0.05,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reading,PA,17,11,2,4,13
Soka University of America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aliso Viejo,CA,0.49,Liberal Arts,Aliso Viejo,CA,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aliso Viejo,CA,21,8,2,3,21
Mount Holyoke College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Hadley,MA,0.24,Liberal Arts,South Hadley,MA,646,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,2,NA,NA,NA,NA,South Hadley,MA,21,11,2,3,21
Principia College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elsah,IL,0.24,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elsah,IL,21,8,2,2,41
Bethany Lutheran College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mankato,MN,0.2,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mankato,MN,21,8,2,2,13
Earlham College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Richmond,IN,0.2,Liberal Arts,Richmond,IN,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,IN,4,NA,NA,NA,NA,Richmond,IN,21,8,2,3,32
Grinnell College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grinnell,IA,0.2,Liberal Arts,Grinnell,IA,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA,3,NA,NA,NA,NA,Grinnell,IA,21,11,2,2,33
Bennington College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bennington,VT,0.18,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VT,3,NA,NA,NA,NA,Bennington,VT,21,8,2,4,32
Denison University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Granville,OH,0.17,Liberal Arts,Granville,OH,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,OH,2,NA,NA,NA,NA,Granville,OH,21,11,2,2,23
DePauw University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Greencastle,IN,0.17,Liberal Arts,Greencastle,IN,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Greencastle,IN,21,11,2,2,32
Knox College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galesburg,IL,0.16,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL,2,NA,NA,NA,NA,Galesburg,IL,21,11,2,2,32
Lake Forest College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake Forest,IL,0.16,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL,4,NA,NA,NA,NA,Lake Forest,IL,21,11,2,3,21
Swarthmore College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Swarthmore,PA,0.16,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PA,1,NA,NA,NA,NA,Swarthmore,PA,21,11,2,2,21
Bryn Mawr College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bryn Mawr,PA,0.15,Liberal Arts,Bryn Mawr,PA,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,PA,1,NA,NA,NA,NA,Bryn Mawr,PA,21,11,2,4,21
Claremont McKenna College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Claremont,CA,0.15,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,1,NA,NA,NA,NA,Claremont,CA,21,11,2,3,21
Beloit College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beloit,WI,0.14,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WI,2,NA,NA,NA,NA,Beloit,WI,21,8,2,2,13
Smith College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northampton,MA,0.14,Liberal Arts,Northampton,MA,350,S,Private,Northampton,NA,601-650,Very High,378,8,368,MA,2,NA,NA,NA,NA,Northampton,MA,21,11,2,4,21
Wellesley College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wellesley,MA,0.14,Liberal Arts,Wellesley,MA,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,1,NA,NA,NA,NA,Wellesley,MA,21,11,2,2,21
Augustana College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rock Island,IL,0.13,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL,3,NA,NA,NA,NA,Rock Island,IL,21,11,2,3,13
Barnard College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New York,NY,0.13,Liberal Arts,New York,NY,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY,1,NA,NA,NA,NA,New York,NY,21,11,2,2,11
Macalester College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Paul,MN,0.13,Liberal Arts,Saint Paul,MN,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,MN,1,NA,NA,NA,NA,Saint Paul,MN,21,11,2,2,11
Trinity College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hartford,CT,0.13,Liberal Arts,Hartford,CT,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,CT,3,NA,NA,NA,NA,Hartford,CT,21,11,2,3,12
Bard College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Annandale on Hudson,NY,0.12,Liberal Arts,Annandale-on-Hudson,NY,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY,2,NA,NA,NA,NA,Annandale-On-Hudson,NY,21,11,2,4,31
Fisk University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nashville,TN,0.12,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nashville,TN,21,8,2,3,11
Lawrence University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appleton,WI,0.12,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WI,2,NA,NA,NA,NA,Appleton,WI,21,11,2,2,13
Dickinson College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carlisle,PA,0.11,Liberal Arts,Carlisle,PA,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,PA,2,NA,NA,NA,NA,Carlisle,PA,21,11,2,2,13
Drew University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Madison,NJ,0.11,Liberal Arts,Madison,NJ,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Madison,NJ,21,11,2,4,21
Haverford College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Haverford,PA,0.11,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PA,1,NA,NA,NA,NA,Haverford,PA,21,11,2,2,21
Middlebury College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middlebury,VT,0.11,Liberal Arts,Middlebury,VT,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,VT,1,NA,NA,NA,NA,Middlebury,VT,21,11,2,3,32
Pomona College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Claremont,CA,0.11,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,1,NA,NA,NA,NA,Claremont,CA,21,11,2,2,21
Wesleyan University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middletown,CT,0.11,Liberal Arts,Middletown,CT,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,CT,1,NA,NA,NA,NA,Middletown,CT,21,11,2,3,13
Amherst College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Amherst,MA,0.1,Liberal Arts,Amherst,MA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,1,NA,NA,NA,NA,Amherst,MA,21,11,2,2,21
Carleton College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northfield,MN,0.1,Liberal Arts,Northfield,MN,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,MN,1,NA,NA,NA,NA,Northfield,MN,21,11,2,2,32
Kenyon College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gambier,OH,0.1,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OH,1,NA,NA,NA,NA,Gambier,OH,21,11,2,2,32
Luther College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decorah,IA,0.1,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decorah,IA,21,11,2,2,33
Oglethorpe University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atlanta,GA,0.1,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atlanta,GA,21,11,2,2,21
Whitman College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Walla Walla,WA,0.1,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WA,1,NA,NA,NA,NA,Walla Walla,WA,21,11,2,2,13
Bates College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lewiston,ME,0.09,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ME,1,NA,NA,NA,NA,Lewiston,ME,21,11,2,2,13
Colby College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Waterville,ME,0.09,Liberal Arts,Waterville,ME,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,ME,1,NA,NA,NA,NA,Waterville,ME,21,11,2,2,33
Colgate University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hamilton,NY,0.09,Liberal Arts,Hamilton,NY,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY,1,NA,NA,NA,NA,Hamilton,NY,21,14,2,3,32
Connecticut College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New London,CT,0.09,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CT,1,NA,NA,NA,NA,New London,CT,21,11,2,2,13
Harvey Mudd College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Claremont,CA,0.09,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,1,NA,NA,NA,NA,Claremont,CA,21,8,2,2,21
Hollins University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roanoke,VA,0.09,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roanoke,VA,21,8,2,3,22
Skidmore College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saratoga Springs,NY,0.09,Liberal Arts,Saratoga Springs,NY,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY,2,NA,NA,NA,NA,Saratoga Springs,NY,21,11,2,2,23
University of Richmond,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Univ. of Richmond,VA,0.09,Liberal Arts,Richmond,VA,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,VA,1,NA,NA,NA,NA,University of Richmond,VA,21,14,2,4,12
University of Science and Arts of Oklahoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chickasha,OK,0.09,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chickasha,OK,21,8,1,2,32
Berea College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Berea,KY,0.08,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KY,4,NA,NA,NA,NA,Berea,KY,21,11,2,2,32
Davidson College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Davidson,NC,0.08,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,1,NA,NA,NA,NA,Davidson,NC,21,11,2,2,21
Gordon College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wenham,MA,0.08,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wenham,MA,21,11,2,4,21
Lafayette College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Easton,PA,0.08,Liberal Arts,Easton,PA,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,PA,1,NA,NA,NA,NA,Easton,PA,21,11,2,2,21
Lyon College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batesville,AR,0.08,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AR,3,NA,NA,NA,NA,Batesville,AR,21,8,2,2,33
Vassar College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poughkeepsie,NY,0.08,Liberal Arts,Poughkeepsie,NY,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY,1,NA,NA,NA,NA,Poughkeepsie,NY,21,11,2,2,21
Williams College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Williamstown,MA,0.08,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,1,NA,NA,NA,NA,Williamstown,MA,21,11,2,3,31
Bowdoin College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brunswick,ME,0.07,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ME,1,NA,NA,NA,NA,Brunswick,ME,21,11,2,2,31
Colorado College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colorado Springs,CO,0.07,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO,2,NA,NA,NA,NA,Colorado Springs,CO,21,11,2,3,11
Hamilton College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clinton,NY,0.07,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY,1,NA,NA,NA,NA,Clinton,NY,21,11,2,2,22
Juniata College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Huntingdon,PA,0.07,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Huntingdon,PA,21,11,2,3,32
Ohio Wesleyan University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delaware,OH,0.07,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delaware,OH,21,11,2,2,21
Pitzer College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Claremont,CA,0.07,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,3,NA,NA,NA,NA,Claremont,CA,21,8,2,2,21
Sarah Lawrence College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bronxville,NY,0.07,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY,3,NA,NA,NA,NA,Bronxville,NY,21,11,2,4,21
Whittier College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Whittier,CA,0.07,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Whittier,CA,21,11,2,3,21
Concordia College at Moorhead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moorhead,MN,0.06,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moorhead,MN,21,11,2,3,22
Hampshire College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Amherst,MA,0.06,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,3,NA,NA,NA,NA,Amherst,MA,21,8,2,2,21
The King's College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New York,NY,0.06,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New York,NY,21,8,2,2,11
Occidental College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Los Angeles,CA,0.06,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,1,NA,NA,NA,NA,Los Angeles,CA,21,11,2,2,11
Rhodes College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Memphis,TN,0.06,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TN,2,NA,NA,NA,NA,Memphis,TN,21,11,2,3,11
Sweet Briar College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sweet Briar,VA,0.06,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sweet Briar,VA,21,8,2,3,22
Wartburg College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Waverly,IA,0.06,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Waverly,IA,21,11,2,3,32
Aquinas College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grand Rapids,MI,0.05,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grand Rapids,MI,21,11,2,3,12
Bucknell University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lewisburg,PA,0.05,Liberal Arts,Lewisburg,PA,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,PA,1,NA,NA,NA,NA,Lewisburg,PA,21,14,2,3,32
Gettysburg College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gettysburg,PA,0.05,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PA,2,NA,NA,NA,NA,Gettysburg,PA,21,11,2,2,13
Maryville College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maryville,TN,0.05,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maryville,TN,21,8,2,2,21
Randolph College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lynchburg,VA,0.05,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lynchburg,VA,21,8,2,4,13
Thomas Aquinas College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Santa Paula,CA,0.05,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,2,NA,NA,NA,NA,Santa Paula,CA,21,8,2,2,42
Washington and Lee University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lexington,VA,0.05,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VA,1,NA,NA,NA,NA,Lexington,VA,21,11,2,4,32
San Jose State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Jose,CA,4644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,Public,4-year,36208,San Jose,CA,18,15,1,4,11
Savannah College of Art and Design,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Savannah,GA,4083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Savannah,GA,18,16,2,4,12
Lone Star College System,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Woodlands,TX,2884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX,Public,4-year,70109,The Woodlands,TX,2,5,1,1,13
Academy of Art University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Francisco,CA,2747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Francisco,CA,18,12,3,5,11
School of Visual Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New York,NY,2435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New York,NY,18,13,3,4,11
Santa Monica College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Santa Monica,CA,2104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Santa Monica,CA,14,15,1,2,13
De Anza College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cupertino,CA,1865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cupertino,CA,5,5,1,1,13
Berklee College of Music,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boston,MA,1685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boston,MA,18,12,2,4,11
Dallas College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dallas,TX,1450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX,Public,4-year,74781,Dallas,TX,6,5,1,1,11
Montgomery College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rockville,MD,1446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rockville,MD,2,5,1,1,13
Valencia College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orlando,FL,1345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL,Public,4-year,45949,Orlando,FL,14,15,1,2,11
University of Central Missouri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warrensburg,MO,1341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warrensburg,MO,18,14,1,4,32
Orange Coast College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costa Mesa,CA,1180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costa Mesa,CA,1,5,1,1,12
Northern Virginia Community College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Annandale,VA,1167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VA,Public,2-year,52873,Annandale,VA,2,5,1,1,21
Monroe College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Rochelle,NY,1094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bronx,NY,18,12,3,4,11
School of the Art Institute of Chicago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chicago,IL,1092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chicago,IL,30,10,2,4,11
University of New Haven,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Haven,CT,1084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Haven,CT,18,14,2,4,21
Babson College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wellesley,MA,1084,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,3,NA,NA,NA,NA,Wellesley,MA,29,11,2,4,21
Rhode Island School of Design,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Providence,RI,1077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Providence,RI,18,11,2,4,12
Bentley University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Waltham,MA,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Waltham,MA,18,14,2,4,13
MCPHS University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boston,MA,941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boston,MA,26,13,2,5,11
Green River College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Auburn,WA,908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Auburn,WA,23,12,1,2,13
